date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:25	2219/2219	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:25%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Finventnation%2F	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embedaf9e.json	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202024%2017:35:26%20GMT	https://epicunicorn.wpenginepowered.com/?p=132	/home/unknown/Documents/Programming/ChrisScrape/archive/index31a3.html	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:27	2376/2376	---MCZ	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202024%2017:35:26%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Finventnation%2F&format=xml	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embed225c	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:27	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%22673499a3-38c%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/132/et-core-unified-132.min.css?ver=1731500451	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/132/et-core-unified-132.min4e3f.css	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:29	1055840/1055840	---M--	200	added ('OK')	image/png	etag:%22670a6743-136fc0%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Group-663.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Group-663.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:29	2192/2192	---M--	200	added ('OK')	image/png	etag:%226707f8a1-11ff%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/kickstarter.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/kickstarter.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:30	3671/3671	---M--	200	added ('OK')	image/png	etag:%226707f8af-1ba5%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/hacksmith.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/hacksmith.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:33	225242/225242	---M--	200	added ('OK')	image/png	etag:%226707fef8-42c7e%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Inventnation-1.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Inventnation-1.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:33	3163157/3163157	---M--	200	added ('OK')	image/png	etag:%2267095278-304415%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/grafik-2.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/grafik-2.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:35	41623/41623	---M--	200	added ('OK')	image/png	etag:%226709540b-fb2b%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/9dfb494f082c73dfea8b9dce9950aa31-removebg-preview.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/9dfb494f082c73dfea8b9dce9950aa31-removebg-preview.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:35	4197100/4197100	---M--	200	added ('OK')	image/png	etag:%22670a6838-55c4e4%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Group-666.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Group-666.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:35	1573/1573	---M--	200	added ('OK')	image/png	etag:%226708099c-b7a%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Step-1-Express-Your-Interest.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Step-1-Express-Your-Interest.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:36	1569/1569	---M--	200	added ('OK')	image/png	etag:%2267080b0e-c4f%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Step-2-Application-Phase-Coming-Soon.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Step-2-Application-Phase-Coming-Soon.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:37	1945/1945	---M--	200	added ('OK')	image/png	etag:%2267080b27-d77%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Step-3-Community-Voting-Expert-Selection.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Step-3-Community-Voting-Expert-Selection.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:38	2825/2825	---M--	200	added ('OK')	image/png	etag:%2267080c55-b09%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Step-4-Prototype-Development-Mentorship.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Step-4-Prototype-Development-Mentorship.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:39	2004/2004	---M--	200	added ('OK')	image/png	etag:%2267080c72-d89%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Step-5-The-Grand-Finale.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Step-5-The-Grand-Finale.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:41	248525/248525	---M--	200	added ('OK')	image/png	etag:%2267080e2f-472ec%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Inventnation-3.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Inventnation-3.png	(from https://epicunicorn.wpenginepowered.com/inventnation/)
18:35:41	6537/6537	---MCZ	200	added ('OK')	text/css	etag:W/%22673499c0-1989%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/81/et-divi-dynamic-tb-193-tb-43-81.css?ver=1731500480	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/81/et-divi-dynamic-tb-193-tb-43-819317.css	(from https://epicunicorn.wpenginepowered.com/press-media/)
18:35:42	45692/45692	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:42%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/wp/v2/pages/81	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/wp/v2/pages/81.json	(from https://epicunicorn.wpenginepowered.com/press-media/)
18:35:43	2232/2232	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:43%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Fpress-media%2F	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embed0481.json	(from https://epicunicorn.wpenginepowered.com/press-media/)
18:35:44	2389/2389	---MCZ	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202024%2017:35:44%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Fpress-media%2F&format=xml	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embed390b	(from https://epicunicorn.wpenginepowered.com/press-media/)
18:35:45	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%22673499c1-38c%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/81/et-core-unified-81.min.css?ver=1731500481	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/81/et-core-unified-81.min0d2c.css	(from https://epicunicorn.wpenginepowered.com/press-media/)
18:35:46	7798/7798	---MCZ	200	added ('OK')	text/css	etag:W/%22673344b8-1e76%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/112/et-divi-dynamic-tb-193-tb-43-112.css?ver=1731413176	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/112/et-divi-dynamic-tb-193-tb-43-112f06a.css	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:47	54899/54899	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:47%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/wp/v2/pages/112	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/wp/v2/pages/112.json	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:48	2239/2239	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:48%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Finfluencer-power%2F	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embeda770.json	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202024%2017:35:44%20GMT	https://epicunicorn.wpenginepowered.com/?p=81	/home/unknown/Documents/Programming/ChrisScrape/archive/index44d0.html	(from https://epicunicorn.wpenginepowered.com/press-media/)
18:35:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202024%2017:35:49%20GMT	https://epicunicorn.wpenginepowered.com/?p=112	/home/unknown/Documents/Programming/ChrisScrape/archive/index8820.html	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:50	2396/2396	---MCZ	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202024%2017:35:49%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Finfluencer-power%2F&format=xml	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embedea26	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
